Season,Episode,Title,Scene,Person,Said
1,31,"Tyger, Tyger",MAD SCIENCE,Dorian,"Enough, Tygrus! Go back to the enclosure!"
1,31,"Tyger, Tyger",MAD SCIENCE,Dorian,Take him outside! - Garth!
1,31,"Tyger, Tyger",MAD SCIENCE,Dorian,"Interesting. Perhaps your bestial side is not as dormant as I though. Remove her! - It's alright, it's for her own good."
1,31,"Tyger, Tyger",MAD SCIENCE,Dorian,"Her fate is in your hands, Batman. I want to test Tygrus' reflexes and feral instincts and who better to pit him against than you? - I'll give you a generous head start before releasing Tygrus. If you defeat him, I shall relinquish this, the antigen to reverse Catwoman's mutation."
1,31,"Tyger, Tyger",MAD SCIENCE,Dorian,"You don't. The clock is ticking, Batman. Good luck. You'll need it. - He's all yours, Tygrus. He is prey to you, my boy, of no more concern than a rabbit is to a wolf, and when he's gone, nothing will stand in your way."
1,31,"Tyger, Tyger",CAT-WOMAN,Dorian,"Don't be difficult, it's for your own good! Think how wonderful it would be once this inoculation takes effect. You'd be so much more than human."
1,31,"Tyger, Tyger",CAT-WOMAN,Dorian,You've made the right decision my dear.
1,31,"Tyger, Tyger",CAT-WOMAN,Dorian,"Never mind. We'll find her. This is an island, after all."
1,31,"Tyger, Tyger",FIRE AND GRIEF,Dorian,"I'm very disappointed in you, Tygrus! I am ashamed of you!"
1,31,"Tyger, Tyger",FIRE AND GRIEF,Dorian,"Twenty years of work in jeopardy! You should have killed Batman. Torn him, limb from limb."
1,31,"Tyger, Tyger",FIRE AND GRIEF,Dorian,"Tygrus, stop him! He'll take me away from you!"
1,31,"Tyger, Tyger",FIRE AND GRIEF,Dorian,"This is your fault! You've ruined him! - Let go! I won't have this insolence, Tygrus! I made you and I can unmake you. Stop!"
1,31,"Tyger, Tyger",FIRE AND GRIEF,Dorian,"NOOOO! I only wanted you to be strong, to show no weakness, no pity!"
1,32,Dreams in Darkness,PROLOGUE,Dr. Bart,"Now, now. There's always time to heal. - Such a pity."
1,32,Dreams in Darkness,PROLOGUE,Dr. Bartholomew,Has the new patient quieted down?
1,32,Dreams in Darkness,PROLOGUE,Dr. Bartholomew,"Now, calm yourself. Everything is under control."
1,32,Dreams in Darkness,PROLOGUE,Dr. Bartholomew,He needs more time. See that he's not disturbed.
1,32,Dreams in Darkness,EXPOSED,Dr. Bartholomew,(as the orderlie tries to remove Batman's cowl) Not yet! His mask is the root of his delusional fixation. To take it off might plunge him into a catatonic state.
1,32,Dreams in Darkness,FEAR,Dr. Bartholomew,"It's time we had another chat, Batman. Now, tell me about this supposed gas, again?"
1,32,Dreams in Darkness,FEAR,Dr. Bartholomew,"Well, how could such an intricate plan be implemented without attracting attention? I think this plot is just another delusion, and deep down, you believe so too. Otherwise, why come to Arkham, the one place where costume delusional personalities can receive compassionate help?"
1,32,Dreams in Darkness,FEAR,Dr. Bartholomew,"Really, Batman? As of a criminal could run an outside operation from in here? Jack Napier? Harvey Dent? Pamela Isley? Or as you call them, The Joker, Two-Face and Poison Ivy. We keep them all under constant watch."
1,32,Dreams in Darkness,FEAR,Dr. Bartholomew,"Professor Crane? Nonsense! I saw him this morning, in his cell. He's probably asleep even as we speak."
1,32,Dreams in Darkness,DISTURBED,Dr. Bartholomew,I hope I'm not disturbing you.
1,32,Dreams in Darkness,DISTURBED,Dr. Bartholomew,I-- I asked an orderlie to look in on professor Crane and-
1,32,Dreams in Darkness,DISTURBED,Dr. Bartholomew,"He can't possibly have left the grounds. Our security is absolute, completely..."
1,32,Dreams in Darkness,DISTURBED,Dr. Bartholomew,Where?
1,32,Dreams in Darkness,DISTURBED,Dr. Bartholomew,Uh... Arkham Cavern. The Asylum was built over it. There's an underground river that feeds the city reservoir.
1,32,Dreams in Darkness,DISTURBED,Dr. Bartholomew,"In your condition? Uh-huh. I can't allow that! You're staying here! - You're still very ill, Batman. This will make you feel better."
1,32,Dreams in Darkness,MADNESS,Dr. Bartholomew,"Don't worry, the police will handle professor Crane."
1,32,Dreams in Darkness,PAYBACK,Dr. Bartholomew,"(Watching an infected Scarecrow in his cell) He was right all along. - This time, see if you can keep him in there."
1,16,Eternal Youth,ETERNAL YOUTH,Dr. Demeter,"After years of research in my lab, I have developed this enzyme, Demetrite, the secret of eternal youth."
1,16,Eternal Youth,ETERNAL YOUTH,Dr. Demeter,"Here you'll find Demetrite in the food, the water even the air you breathe at night."
1,16,Eternal Youth,INVESTIGATION AND DOWNFALL,Dr. Demeter,Already your bodies have been primed for the true value of my treatment. The ultimate rejuvenation. The promise of life everlasting.
1,16,Eternal Youth,ETERNAL YOUTH,Dr. Demeter,"I assure you, the enzyme is thoroughly non-toxic and conpletely bio-degradble. And once you see those wrinkles melt away, you'll want to saturate every cell with it. To eternal youth!"
1,10,Nothing to Fear,AT THE UNIVERSITY CHARITY,Dr. Long,"Alright, but I'm in a hurry."
1,10,Nothing to Fear,AT THE UNIVERSITY CHARITY,Dr. Long,"No, but one more disaster and students would be afraid to set foot on this campus."
1,10,Nothing to Fear,AT THE UNIVERSITY CHARITY,Dr. Long,"(Bruce extends his hand, but Long refuses) Your father and I attended university together. He had big plans for you."
1,10,Nothing to Fear,AT THE UNIVERSITY CHARITY,Dr. Long,"Pleased? When your father was alive, Wayne was a name that commanded great respect. Now all Wayne stands for is a self-centered, jet-setting playboy. It's lucky your father didn't live to see what you've done to his good name. He'd have died of shame. (Long leaves the elevator)"
1,10,Nothing to Fear,AT THE CHARITY EVENT IN THE GOTHAM MUSEUM,Dr. Long,Over my dead body!
1,10,Nothing to Fear,AT THE CHARITY EVENT IN THE GOTHAM MUSEUM,Dr. Long,ugh....what...what's happening? (Starts looking as his hands transforms into skeleton hands)
1,10,Nothing to Fear,SCARECROW'S ESCAPE ON THE ZEPPELIN,Dr. Long,What's going on?
1,10,Nothing to Fear,SCARECROW'S ESCAPE ON THE ZEPPELIN,Dr. Long,How...?
1,2,On Leather Wings,BRUCE WAYNE GOES TO THE BAT EXHIBIT,Dr. March,Who is it?
1,2,On Leather Wings,BRUCE WAYNE GOES TO THE BAT EXHIBIT,Dr. March,"What do you think we are, pest control?"
1,2,On Leather Wings,BRUCE WAYNE GOES TO THE BAT EXHIBIT,Dr. March,"Yes, yes come in."
1,2,On Leather Wings,BRUCE WAYNE GOES TO THE BAT EXHIBIT,Dr. March,You donate a few million and you think you own the place. I understand I'm to analyze something for you.
1,2,On Leather Wings,BRUCE WAYNE GOES TO THE BAT EXHIBIT,Dr. March,"And what if they are bats, Mr. Wayne? What then? Destroy them like insects? We won't survive the next evolutionary cataclysm, but bats will! They're survivors, Mr. Wayne, not pests! You should understand that!"
1,2,On Leather Wings,THE TELEPHONE RINGS AND ALFRED ANSWERS,Dr. March,"You have bats Mr. Wayne. Common brown bats. They shouldn't pose a problem. As the weather gets colder, they'll move on."
1,2,On Leather Wings,THE TELEPHONE RINGS AND ALFRED ANSWERS,Dr. March,"It's actually two sounds, Starlings and brown bats; probably fighting over a nest on your chimney."
1,38,Terror in the Sky,Eat & Run,Dr. March,"I'm not your husband's keeper, Francine! He won't even work with me anymore, remember?"
1,38,Terror in the Sky,Eat & Run,Dr. March,Well I wouldn't know anything about that! He's been hold up in there since before I got here. Why don't you ask him yourself? I'm busy with my own research!
1,38,Terror in the Sky,Eat & Run,Dr. March,"Put that down, now! Or I'll fill you with so much tranquilizer, you'll be out for a week."
1,38,Terror in the Sky,Eat & Run,Dr. March,"Recreated it? I've refined it! At night, on my own, so the others wouldn't know. I still believe only a creature like a Man-Bat can survive the next evolutionary cataclysm. And it will. My new serum could be even more powerful than even Kirks! (Batman kick the gun out of his hands) Oof!"
1,38,Terror in the Sky,Eat & Run,Dr. March,"I needed to test it, but before I had the chance--"
1,38,Terror in the Sky,Eat & Run,Dr. March,Of course not! The experimental batch was destroyed after--
1,38,Terror in the Sky,Eat & Run,Dr. March,"I'd been working through the night. I was just completing the final combination. Francine burst in. I was startled. You have to understand, I was very tired I accidentally dropped the beaker. The whole night's work, ruined! Francine never guessed what I was doing, she even helped clean up the mess. All that... glass! Oh! Oh my lord! Francine! The mutagen! It's in her bloodstream now! Oh no! (sobs)"
1,38,Terror in the Sky,A Dream... or Is It?,Dr. March,"I'm not your husband's keeper, Francine! He won't even work with me anymore, remember?"
1,38,Terror in the Sky,A Dream... or Is It?,Dr. March,Well I wouldn't know anything about that! He's been hold up in there since before I got here. Why don't you ask him yourself? I'm busy with my own research!
1,38,Terror in the Sky,A Dream... or Is It?,Dr. March,"Put that down, now! Or I'll fill you with so much tranquilizer, you'll be out for a week."
1,38,Terror in the Sky,A Dream... or Is It?,Dr. March,"Recreated it? I've refined it! At night, on my own, so the others wouldn't know. I still believe only a creature like a Man-Bat can survive the next evolutionary cataclysm. And it will. My new serum could be even more powerful than even Kirks! (Batman kick the gun out of his hands) Oof!"
1,38,Terror in the Sky,A Dream... or Is It?,Dr. March,"I needed to test it, but before I had the chance--"
1,38,Terror in the Sky,A Dream... or Is It?,Dr. March,Of course not! The experimental batch was destroyed after--
1,38,Terror in the Sky,A Dream... or Is It?,Dr. March,"I'd been working through the night. I was just completing the final combination. Francine burst in. I was startled. You have to understand, I was very tired I accidentally dropped the beaker. The whole night's work, ruined! Francine never guessed what I was doing, she even helped clean up the mess. All that... glass! Oh! Oh my lord! Francine! The mutagen! It's in her bloodstream now! Oh no! (sobs)"
1,38,Terror in the Sky,J'Accuse,Dr. March,"I'm not your husband's keeper, Francine! He won't even work with me anymore, remember?"
1,38,Terror in the Sky,J'Accuse,Dr. March,Well I wouldn't know anything about that! He's been hold up in there since before I got here. Why don't you ask him yourself? I'm busy with my own research!
1,38,Terror in the Sky,J'Accuse,Dr. March,"Put that down, now! Or I'll fill you with so much tranquilizer, you'll be out for a week."
1,38,Terror in the Sky,J'Accuse,Dr. March,"Recreated it? I've refined it! At night, on my own, so the others wouldn't know. I still believe only a creature like a Man-Bat can survive the next evolutionary cataclysm. And it will. My new serum could be even more powerful than even Kirks! (Batman kick the gun out of his hands) Oof!"
1,38,Terror in the Sky,J'Accuse,Dr. March,"I needed to test it, but before I had the chance--"
1,38,Terror in the Sky,J'Accuse,Dr. March,Of course not! The experimental batch was destroyed after--
1,38,Terror in the Sky,J'Accuse,Dr. March,"I'd been working through the night. I was just completing the final combination. Francine burst in. I was startled. You have to understand, I was very tired I accidentally dropped the beaker. The whole night's work, ruined! Francine never guessed what I was doing, she even helped clean up the mess. All that... glass! Oh! Oh my lord! Francine! The mutagen! It's in her bloodstream now! Oh no! (sobs)"
1,38,Terror in the Sky,Batman VS She-Bat,Dr. March,"Put that down, now! Or I'll fill you with so much tranquilizer, you'll be out for a week."
1,38,Terror in the Sky,Batman VS She-Bat,Dr. March,"Recreated it? I've refined it! At night, on my own, so the others wouldn't know. I still believe only a creature like a Man-Bat can survive the next evolutionary cataclysm. And it will. My new serum could be even more powerful than even Kirks! (Batman kick the gun out of his hands) Oof!"
1,38,Terror in the Sky,Batman VS She-Bat,Dr. March,"I needed to test it, but before I had the chance--"
1,38,Terror in the Sky,Batman VS She-Bat,Dr. March,Of course not! The experimental batch was destroyed after--
1,38,Terror in the Sky,Batman VS She-Bat,Dr. March,"I'd been working through the night. I was just completing the final combination. Francine burst in. I was startled. You have to understand, I was very tired I accidentally dropped the beaker. The whole night's work, ruined! Francine never guessed what I was doing, she even helped clean up the mess. All that... glass! Oh! Oh my lord! Francine! The mutagen! It's in her bloodstream now! Oh no! (sobs)"
1,38,Terror in the Sky,Discovery,Dr. March,"Put that down, now! Or I'll fill you with so much tranquilizer, you'll be out for a week."
1,38,Terror in the Sky,Discovery,Dr. March,"Recreated it? I've refined it! At night, on my own, so the others wouldn't know. I still believe only a creature like a Man-Bat can survive the next evolutionary cataclysm. And it will. My new serum could be even more powerful than even Kirks! (Batman kick the gun out of his hands) Oof!"
1,38,Terror in the Sky,Discovery,Dr. March,"I needed to test it, but before I had the chance--"
1,38,Terror in the Sky,Discovery,Dr. March,Of course not! The experimental batch was destroyed after--
1,38,Terror in the Sky,Discovery,Dr. March,"I'd been working through the night. I was just completing the final combination. Francine burst in. I was startled. You have to understand, I was very tired I accidentally dropped the beaker. The whole night's work, ruined! Francine never guessed what I was doing, she even helped clean up the mess. All that... glass! Oh! Oh my lord! Francine! The mutagen! It's in her bloodstream now! Oh no! (sobs)"
1,32,Dreams in Darkness,EXPOSED,Dr. Wu,Who's in here? -  Batman?
1,32,Dreams in Darkness,EXPOSED,Dr. Wu,Why?
1,32,Dreams in Darkness,EXPOSED,Dr. Wu,"Your blood titers are elevated. You've been exposed to it also. The percentage is smaller, so it's taking longer to affect you."
1,32,Dreams in Darkness,EXPOSED,Dr. Wu,"I'm surprised you haven't already. But don't worry, I can give you an antidote. It will make you sleep for two days. Batman, you must let me treat you. Otherwise, in 24 hours you won't be able to tell reality from fantasy. Batman?"
1,13,P.O.V.,ENTERS THE WAREHOUSE AND SPOTS THE CRIMINALS,Driller,(Opens a safe) Got it!
1,13,P.O.V.,ENTERS THE WAREHOUSE AND SPOTS THE CRIMINALS,Driller,Over there! Get 'im!
1,13,P.O.V.,THE INTERROGATION ROOM: VEREDICT,Driller,We'll take it down to Hathcock.
1,13,P.O.V.,THE INTERROGATION ROOM: VEREDICT,Driller,My pleasure.
1,13,P.O.V.,MONTOYA CRACKS THE CASE,Driller,"I wonder what the boss is gonna do with pointy ears, up there."
1,13,P.O.V.,MONTOYA CRACKS THE CASE,Driller,The boss figures he's worth more in one piece.
1,13,P.O.V.,MONTOYA CRACKS THE CASE,Driller,He he he. Keep your cape on. He's right up there.
1,28,The Underdwellers,ATTACK OF THE LEPRECHAUNS,Driver,Hey!
1,52,Robin's Reckoning Part II,FLASHBACK,Driver,You sure you wanna get off here?
1,52,Robin's Reckoning Part II,FLASHBACK,Driver,"Can't says I have. Who is he? Or old man, or somethin'?"
1,48,The Man Who Killed Batman,THE SQUID,Eddie G.,"Not as bait for Batman. He'd be too busy kicking the crud out of Sid to notice us. - Yo, Sid. This is your big chance, bud. You do this job right, you might even score yourself some cool mob name."
1,48,The Man Who Killed Batman,THE SQUID,Eddie G.,"Eh... we'll call you, Sid the Squid!"
1,48,The Man Who Killed Batman,THE SQUID,Eddie G.,"Yeah, yeah. Now get you......... up there and howl if you see anything."
1,48,The Man Who Killed Batman,THE SQUID,Eddie G.,The Batman!
1,48,The Man Who Killed Batman,THE SQUID,Eddie G.,You know what this means? Sid the Squid just offed the Batman.
1,48,The Man Who Killed Batman,GANGLAND,Eddie G.,For Sid the Squid! The man who burned the bat!
1,48,The Man Who Killed Batman,GANGLAND,Eddie G.,"You can't keep me here, I've got rights!"
1,48,The Man Who Killed Batman,THE SQUID,Eddie G.,"Hey, hey! You wanna blow this whole deal?"
1,41,"If You're So Smart, Why Aren't You Rich?",EDWARD NYGMA,Edward Nygma,What's going on here? Where's my office? My door was right here!
